p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,external_gene_name,ensembl_gene_id,description,human_ortholog,humangene,human_description
2.870052229496656e-12,-0.4178127472065496,0.687,0.847,2.0764827880408307e-8,slc30a9,slc30a9,ENSNFUG00015001548,glutathione-disulfide reductase,ENSG00000014824,SLC30A9,solute carrier family 30 member 9
3.0556201415087595e-12,-0.40511931642039756,0.221,0.427,2.2107411723815874e-8,DERL1,DERL1,ENSNFUG00015004004,derlin 1,ENSG00000136986,DERL1,derlin 1
3.0717540513588126e-12,-0.3262730393618746,0.08,0.225,2.222414056158101e-8,PPIL1,PPIL1,ENSNFUG00015021758,peptidylprolyl isomerase like 1,ENSG00000137168,PPIL1,peptidylprolyl isomerase like 1
3.395037221258702e-12,-0.4507639089913275,0.125,0.291,2.456309429580671e-8,MTFP1,MTFP1,ENSNFUG00015019495,mitochondrial fission process 1,ENSG00000242114,MTFP1,mitochondrial fission process 1
3.756288953224127e-12,-0.3564620154521119,0.132,0.304,2.717675057657656e-8,strbp,strbp,ENSNFUG00015024813,spermatid perinuclear RNA binding protein,ENSG00000165209,STRBP,spermatid perinuclear RNA binding protein
3.831867415543486e-12,0.5506390414264815,0.26,0.094,2.7723560751457124e-8,NOC3L,NOC3L,ENSNFUG00015008102,NOC3 like DNA replication regulator,ENSG00000173145,NOC3L,NOC3 like DNA replication regulator
4.2994183393952046e-12,-0.49580246235144365,0.314,0.509,3.11062916855243e-8,SYNCRIPL,SYNCRIPL,ENSNFUG00015008875,synaptotagmin binding cytoplasmic RNA interacting protein,ENSG00000271793,,"novel protein, SYNCRIP-SNX14 readthrough"
4.2994183393952046e-12,-0.49580246235144365,0.314,0.509,3.11062916855243e-8,SYNCRIPL,SYNCRIPL,ENSNFUG00015008875,synaptotagmin binding cytoplasmic RNA interacting protein,ENSG00000135316,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein
4.35660952155396e-12,-0.2521423821409857,0.022,0.121,3.15200698884429e-8,ENSNFUG00015015772,,ENSNFUG00015015772,NA,,NA,NA
5.639345247006362e-12,-0.4159093385928583,0.168,0.356,4.080066286209103e-8,SNRPB2,SNRPB2,ENSNFUG00015001633,small nuclear ribonucleoprotein polypeptide B2,,NA,NA
5.725670148138759e-12,-0.47478525750280987,0.23,0.437,4.142522352178392e-8,larp7,larp7,ENSNFUG00015010820,"La ribonucleoprotein 7, transcriptional regulator",ENSG00000174720,LARP7,"La ribonucleoprotein 7, transcriptional regulator"
6.503073326762067e-12,-0.3969514748557067,0.301,0.516,4.7049735519123557e-8,ATP6V1F,ATP6V1F,ENSNFUG00015019207,ATPase H+ transporting V1 subunit F,ENSG00000128524,ATP6V1F,ATPase H+ transporting V1 subunit F
6.646904996097754e-12,-0.4032125949007759,0.653,0.815,4.809035764676725e-8,MAGOH,MAGOH,ENSNFUG00015009911,protein mago nashi homolog,ENSG00000162385,MAGOH,"mago homolog, exon junction complex subunit"
6.646904996097754e-12,-0.4032125949007759,0.653,0.815,4.809035764676725e-8,MAGOH,MAGOH,ENSNFUG00015009911,protein mago nashi homolog,ENSG00000111196,MAGOHB,"mago homolog B, exon junction complex subunit"
6.7999577825767425e-12,-0.3439980624887333,0.777,0.879,4.9197694556942735e-8,ATP5H,ATP5H,ENSNFUG00015009303,ATP synthase peripheral stalk subunit d,ENSG00000167863,ATP5PD,ATP synthase peripheral stalk subunit d
8.698695141192956e-12,-0.410113522206892,0.272,0.481,6.293505934653103e-8,NT5C2A,NT5C2A,ENSNFUG00015001389,cytosolic purine 5'-nucleotidase-like,,NA,NA
9.172866255842067e-12,-0.42224376246711515,0.643,0.795,6.636568736101736e-8,cox6c,cox6c,ENSNFUG00015009243,cytochrome c oxidase subunit 6C-1,,NA,NA
9.62194513851185e-12,-0.38173524536454995,0.211,0.41,6.961477307713324e-8,WDR82.1,NA,NA,NA,NA,NA,NA
1.0214291076779838e-11,-0.3729056716409356,0.321,0.528,7.390039594050213e-8,GTPBP8,GTPBP8,ENSNFUG00015007510,GTP binding protein 8 (putative),ENSG00000163607,GTPBP8,GTP binding protein 8 (putative)
1.1473526504431874e-11,-0.30140927164800846,0.03,0.133,8.301096425956461e-8,Nfu-g-1-013285,NA,NA,NA,NA,NA,NA
1.2103673833592735e-11,-0.5155802029274748,0.314,0.509,8.757008018604344e-8,UBE2E2,UBE2E2,ENSNFUG00015009191,ubiquitin-conjugating enzyme E2 E2,,NA,NA
1.4575736881503237e-11,-0.3547444688576449,0.749,0.877,1.0545545633767592e-7,BTF3L4,BTF3L4,ENSNFUG00015011231,basic transcription factor 3 like 4,ENSG00000134717,BTF3L4,basic transcription factor 3 like 4
1.7180958348604027e-11,-0.4246001712432883,0.211,0.393,1.2430423365215015e-7,GULP1,GULP1,ENSNFUG00015005561,GULP PTB domain containing engulfment adaptor 1,ENSG00000144366,GULP1,GULP PTB domain containing engulfment adaptor 1
2.1536792035080785e-11,0.58397341378876,0.417,0.254,1.5581869037380947e-7,C1QBP,C1QBP,ENSNFUG00015024961,complement C1q binding protein,ENSG00000108561,C1QBP,complement C1q binding protein
2.328379880346486e-11,-0.25167171776416764,0.034,0.138,1.6845828434306826e-7,gnai3,gnai3,ENSNFUG00015022390,guanine nucleotide-binding protein G(i) subunit alpha-1-like,ENSG00000065135,GNAI3,G protein subunit alpha i3
2.328379880346486e-11,-0.25167171776416764,0.034,0.138,1.6845828434306826e-7,gnai3,gnai3,ENSNFUG00015022390,guanine nucleotide-binding protein G(i) subunit alpha-1-like,ENSG00000127955,GNAI1,G protein subunit alpha i1
2.700943615804993e-11,-0.4971464472221281,0.524,0.696,1.9541327060349123e-7,SNRPA,SNRPA,ENSNFUG00015021220,small nuclear ribonucleoprotein polypeptide A,ENSG00000077312,SNRPA,small nuclear ribonucleoprotein polypeptide A
2.7098160247233573e-11,0.6464983353801239,0.533,0.39,1.960551893887349e-7,PEBP1,PEBP1,ENSNFUG00015012315,phosphatidylethanolamine binding protein 1,,NA,NA
2.7347938350477417e-11,-0.4167080402825185,0.225,0.42,1.978623339657041e-7,SYK,SYK,ENSNFUG00015003624,spleen associated tyrosine kinase,ENSG00000165025,SYK,spleen associated tyrosine kinase
2.8455945019152856e-11,-0.42484982003547744,0.186,0.365,2.058787622135709e-7,mrps27,mrps27,ENSNFUG00015010841,mitochondrial ribosomal protein S27,ENSG00000113048,MRPS27,mitochondrial ribosomal protein S27
2.9981973198605106e-11,-0.43789230122377143,0.437,0.644,2.1691957609190796e-7,PYCR1,PYCR1,ENSNFUG00015011868,"pyrroline-5-carboxylate reductase 1, mitochondrial-like",ENSG00000255835,,novel protein
2.9981973198605106e-11,-0.43789230122377143,0.437,0.644,2.1691957609190796e-7,PYCR1,PYCR1,ENSNFUG00015011868,"pyrroline-5-carboxylate reductase 1, mitochondrial-like",ENSG00000143811,PYCR2,pyrroline-5-carboxylate reductase 2
2.9981973198605106e-11,-0.43789230122377143,0.437,0.644,2.1691957609190796e-7,PYCR1,PYCR1,ENSNFUG00015011868,"pyrroline-5-carboxylate reductase 1, mitochondrial-like",ENSG00000183010,PYCR1,pyrroline-5-carboxylate reductase 1
3.1283552143150387e-11,-0.29666842881865707,0.035,0.138,2.2633649975569305e-7,ENSNFUG00015017086,,ENSNFUG00015017086,NA,,NA,NA
3.233948020422677e-11,0.7434873928253969,0.646,0.516,2.3397613927758067e-7,KLF2,KLF2,ENSNFUG00015005428,Kruppel like factor 2,ENSG00000127528,KLF2,Kruppel like factor 2
3.233948020422677e-11,0.7434873928253969,0.646,0.516,2.3397613927758067e-7,KLF2,KLF2,ENSNFUG00015005428,Kruppel like factor 2,ENSG00000266265,KLF14,Kruppel like factor 14
3.233948020422677e-11,0.7434873928253969,0.646,0.516,2.3397613927758067e-7,KLF2,KLF2,ENSNFUG00015005428,Kruppel like factor 2,ENSG00000283039,KLF18,Kruppel like factor 18
3.233948020422677e-11,0.7434873928253969,0.646,0.516,2.3397613927758067e-7,KLF2,KLF2,ENSNFUG00015005428,Kruppel like factor 2,ENSG00000171872,KLF17,Kruppel like factor 17
3.2865537444972157e-11,-0.3463013419749894,0.088,0.23,2.3778216341437356e-7,PRKAR1AB,PRKAR1AB,ENSNFUG00015016021,protein kinase cAMP-dependent type I regulatory subunit alpha,ENSG00000108946,PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha
3.605286317157112e-11,-0.2673119272526193,0.089,0.237,2.608424650463171e-7,RNF113A,RNF113A,ENSNFUG00015000993,ring finger protein 113A,ENSG00000125352,RNF113A,ring finger protein 113A
3.605286317157112e-11,-0.2673119272526193,0.089,0.237,2.608424650463171e-7,RNF113A,RNF113A,ENSNFUG00015000993,ring finger protein 113A,ENSG00000139797,RNF113B,ring finger protein 113B
3.9471588290481584e-11,-0.26601130258395644,0.035,0.141,2.8557694128163423e-7,CYB561D2,CYB561D2,ENSNFUG00015020383,cytochrome b561 domain-containing protein 2,ENSG00000114395,CYB561D2,cytochrome b561 family member D2
4.1410542402119074e-11,0.41317225214936587,0.162,0.035,2.996052742793315e-7,ENSNFUG00015024396,,ENSNFUG00015024396,small integral membrane protein 11A,,NA,NA
4.415846946151063e-11,-0.34583374122216237,0.448,0.662,3.1948652655402944e-7,SKP1,SKP1,ENSNFUG00015024952,S-phase kinase associated protein 1,ENSG00000113558,SKP1,S-phase kinase associated protein 1
4.580865912726098e-11,-0.2995439932412183,0.045,0.158,3.3142564878573316e-7,ENC1L,ENC1L,ENSNFUG00015025447,ectoderm-neural cortex protein 1-like,,NA,NA
4.667351524074432e-11,0.2517415191136525,0.992,0.985,3.376828827667851e-7,eef1g,eef1g,ENSNFUG00015003934,eukaryotic translation elongation factor 1 gamma,ENSG00000254772,EEF1G,eukaryotic translation elongation factor 1 gamma
4.687364244654979e-11,0.5289346683343035,0.216,0.072,3.391308031007877e-7,FTSJ,FTSJ,ENSNFUG00015025406,FtsJ RNA 2'-O-methyltransferase 3,ENSG00000108592,FTSJ3,FtsJ RNA 2'-O-methyltransferase 3
4.8967464824239413e-11,-0.34896270960737574,0.057,0.178,3.5427960800337217e-7,RAD52,RAD52,ENSNFUG00015020360,"RAD52 homolog, DNA repair protein",ENSG00000002016,RAD52,"RAD52 homolog, DNA repair protein"
5.152019604391115e-11,-0.2690454311347632,0.947,0.975,3.727486183776972e-7,SPCS3,SPCS3,ENSNFUG00015004521,signal peptidase complex subunit 3,ENSG00000129128,SPCS3,signal peptidase complex subunit 3
5.897198189543862e-11,-0.397771376569113,0.131,0.291,4.266622890134984e-7,gramd1c,gramd1c,ENSNFUG00015021891,GRAM domain containing 1C,ENSG00000178075,GRAMD1C,GRAM domain containing 1C
6.227258502470513e-11,-0.3342672387813217,0.225,0.42,4.505421526537416e-7,Nfu-g-1-013226,NA,NA,NA,NA,NA,NA
6.562831324054614e-11,-0.40916131381155374,0.428,0.635,4.748208462953513e-7,PDRG1,PDRG1,ENSNFUG00015016244,p53 and DNA damage regulated 1,ENSG00000088356,PDRG1,p53 and DNA damage regulated 1
6.95694425686492e-11,-0.36710228739755046,0.181,0.356,5.033349169841769e-7,IQGAP1,IQGAP1,ENSNFUG00015005751,IQ motif containing GTPase activating protein 1,ENSG00000140575,IQGAP1,IQ motif containing GTPase activating protein 1
7.147578354281878e-11,-0.42516856942874104,0.246,0.452,5.171272939322939e-7,CSTF2,CSTF2,ENSNFUG00015001129,cleavage stimulation factor subunit 2,ENSG00000101811,CSTF2,cleavage stimulation factor subunit 2
7.440104796274016e-11,0.8162628663540286,0.907,0.884,5.38291582010425e-7,ENSNFUG00015003039,,ENSNFUG00015003039,NA,,NA,NA
7.717235707029395e-11,-0.36508334295252465,0.118,0.272,5.583420034035767e-7,CDK5RAP2,CDK5RAP2,ENSNFUG00015004279,CDK5 regulatory subunit associated protein 2,ENSG00000136861,CDK5RAP2,CDK5 regulatory subunit associated protein 2
9.7100716733257194e-11,-0.3129134805326736,0.12,0.277,7.025236855651158e-7,CENPO,CENPO,ENSNFUG00015014339,centromere protein O,ENSG00000138092,CENPO,centromere protein O
1.02790763932821e-10,-0.42585114279686276,0.186,0.358,7.436911770539599e-7,KRAS,KRAS,ENSNFUG00015024224,"KRAS proto-oncogene, GTPase",ENSG00000133703,KRAS,"KRAS proto-oncogene, GTPase"
1.0626166590197197e-10,-0.4302050373076407,0.424,0.602,7.688031528007672e-7,CIRBP,CIRBP,ENSNFUG00015022982,cold inducible RNA binding protein,,NA,NA
1.0813973304957316e-10,-0.3299874368941679,0.106,0.254,7.823909686136618e-7,PLRG1,PLRG1,ENSNFUG00015021855,pleiotropic regulator 1,ENSG00000171566,PLRG1,pleiotropic regulator 1
1.1418323528551188e-10,-0.37292198906165863,0.423,0.635,8.261157072906784e-7,UGT1AB,UGT1AB,ENSNFUG00015023705,UDP-glucuronosyltransferase-like,ENSG00000241635,UGT1A1,UDP glucuronosyltransferase family 1 member A1
1.1866341122227374e-10,-0.44408877610392405,0.07,0.195,8.585297801931505e-7,CWC22,CWC22,ENSNFUG00015012014,CWC22 spliceosome associated protein homolog,,NA,NA
1.1962240694933485e-10,-0.40189118640210064,0.525,0.716,8.654681142784376e-7,IER3IP1,IER3IP1,ENSNFUG00015023990,immediate early response 3-interacting protein 1-like,ENSG00000134049,IER3IP1,immediate early response 3 interacting protein 1
1.1962240694933485e-10,-0.40189118640210064,0.525,0.716,8.654681142784376e-7,IER3IP1,IER3IP1,ENSNFUG00015023990,immediate early response 3-interacting protein 1-like,ENSG00000267228,,novel transcript
1.2182724736254972e-10,-0.5397900708710988,0.859,0.896,8.814201346680473e-7,ENSNFUG00015008598,,ENSNFUG00015008598,vesicle-associated membrane protein 8-like,,NA,NA
1.2733461620404634e-10,-0.35673794895127175,0.33,0.536,9.212659482362753e-7,NDUFV2,NDUFV2,ENSNFUG00015015658,"NADH:ubiquinone oxidoreductase core subunit V2",ENSG00000178127,NDUFV2,"NADH:ubiquinone oxidoreductase core subunit V2"
1.292806378840421e-10,-0.35304716438839256,0.135,0.291,9.353454150910447e-7,krt5,krt5,ENSNFUG00015025064,"keratin, type II cytoskeletal cochleal-like",,NA,NA
1.3873782099965657e-10,-0.2812215325433187,0.058,0.175,1.0037681349325154e-6,ppp6r3,ppp6r3,ENSNFUG00015011328,protein phosphatase 6 regulatory subunit 3,ENSG00000110075,PPP6R3,protein phosphatase 6 regulatory subunit 3
1.4325503982232782e-10,-0.2901142676506743,0.041,0.148,1.0364502131145418e-6,ZNF346,ZNF346,ENSNFUG00015024210,zinc finger protein 346,ENSG00000113761,ZNF346,zinc finger protein 346
1.4870874886804465e-10,-0.3437074206279018,0.049,0.16,1.075907798060303e-6,ENSNFUG00015022675,,ENSNFUG00015022675,NA,,NA,NA
1.5864733683657036e-10,-0.3042372622159939,0.918,0.958,1.1478134820125865e-6,RAN,RAN,ENSNFUG00015003377,"RAN, member RAS oncogene family",ENSG00000132341,RAN,"RAN, member RAS oncogene family"
1.7826173019052675e-10,-0.3238736704017764,0.206,0.388,1.2897236179284611e-6,srprb,srprb,ENSNFUG00015020242,SRP receptor subunit beta,,NA,NA
2.0416031460394215e-10,-0.36816903181391203,0.264,0.454,1.4770998761595215e-6,IRAK4,IRAK4,ENSNFUG00015024700,interleukin 1 receptor associated kinase 4,ENSG00000198001,IRAK4,interleukin 1 receptor associated kinase 4
2.0447059492349368e-10,0.38682121834557526,0.884,0.891,1.4793447542714767e-6,EIF3F,EIF3F,ENSNFUG00015020335,eukaryotic translation initiation factor 3 subunit F,ENSG00000175390,EIF3F,eukaryotic translation initiation factor 3 subunit F
2.4073157000499614e-10,0.4038453390297934,0.239,0.089,1.741692908986147e-6,PHF20A,PHF20A,ENSNFUG00015015596,PHD finger protein 20,ENSG00000025293,PHF20,PHD finger protein 20
2.41341631333374e-10,-0.3883491254839068,0.087,0.215,1.7461067026969608e-6,ncor2,ncor2,ENSNFUG00015024283,nuclear receptor corepressor 2,ENSG00000196498,NCOR2,nuclear receptor corepressor 2
2.893129327105256e-10,-0.35228820741741335,0.076,0.2,2.093179068160653e-6,TATDN3,TATDN3,ENSNFUG00015017133,TatD DNase domain containing 3,ENSG00000203705,TATDN3,TatD DNase domain containing 3
2.933121910857529e-10,-0.4013229162561682,0.436,0.642,2.1221137025054224e-6,MOB3A,MOB3A,ENSNFUG00015016965,MOB kinase activator 3A,ENSG00000172081,MOB3A,MOB kinase activator 3A
3.05432343904246e-10,-0.34865594996864013,0.735,0.881,2.2098030081472197e-6,ptprc,ptprc,ENSNFUG00015017578,protein tyrosine phosphatase receptor type C,,NA,NA
3.093639281705141e-10,-0.29395423571546136,0.087,0.222,2.238248020313669e-6,si:dkey-119f1.1,si:dkey-119f1.1,ENSNFUG00015012370,si:dkey-119f1.1,ENSG00000163029,SMC6,structural maintenance of chromosomes 6
3.282563339836101e-10,-0.6198991326900436,0.684,0.765,2.3749345763714193e-6,STMN1A,STMN1A,ENSNFUG00015003736,stathmin-like,ENSG00000117632,STMN1,stathmin 1
3.488778867206083e-10,-0.3155199762554912,0.063,0.18,2.524131510423601e-6,nup155,nup155,ENSNFUG00015015876,nucleoporin 155,ENSG00000113569,NUP155,nucleoporin 155
3.5050875826346735e-10,0.5216720099084815,0.671,0.573,2.535930866036186e-6,ENSNFUG00015011590,,ENSNFUG00015011590,NA,ENSG00000285854,,novel transcript
3.5050875826346735e-10,0.5216720099084815,0.671,0.573,2.535930866036186e-6,ENSNFUG00015011590,,ENSNFUG00015011590,NA,ENSG00000111716,LDHB,lactate dehydrogenase B
3.6066447716800487e-10,-0.4764790261468963,0.314,0.511,2.609407492310515e-6,ENSNFUG00015019575,,ENSNFUG00015019575,NA,,NA,NA
3.7836346149516564e-10,-0.34284408769654473,0.159,0.323,2.7374596439175233e-6,PDIA3,PDIA3,ENSNFUG00015013479,protein disulfide isomerase family A member 3,ENSG00000167004,PDIA3,protein disulfide isomerase family A member 3
3.903981637279468e-10,-0.414187530348481,0.127,0.274,2.8245307145716948e-6,CBS,CBS,ENSNFUG00015024685,cystathionine beta-synthase-like,ENSG00000274276,CBSL,cystathionine beta-synthase like
3.903981637279468e-10,-0.414187530348481,0.127,0.274,2.8245307145716948e-6,CBS,CBS,ENSNFUG00015024685,cystathionine beta-synthase-like,ENSG00000160200,CBS,cystathionine beta-synthase
4.0570668629503154e-10,-0.4384100571656573,0.361,0.556,2.9352878753445534e-6,prkcda,prkcda,ENSNFUG00015012984,"protein kinase C, delta a",ENSG00000163932,PRKCD,protein kinase C delta
4.664513495354801e-10,-0.2882861130064942,0.052,0.16,3.3747755138891985e-6,CR354611.2,CR354611.2,ENSNFUG00015020348,serine/threonine-protein kinase WNK1-like,ENSG00000060237,WNK1,WNK lysine deficient protein kinase 1
5.147094820172508e-10,-0.36189205474486447,0.093,0.23,3.7239231023948095e-6,IL31RA,IL31RA,ENSNFUG00015001397,interleukin-6 receptor subunit beta-like,ENSG00000164509,IL31RA,interleukin 31 receptor A
5.5292448652302e-10,0.5947950195799083,0.789,0.728,4.000408659994049e-6,LGALS1,LGALS1,ENSNFUG00015001997,beta-galactoside-binding lectin-like,ENSG00000100079,LGALS2,galectin 2
5.543351389538946e-10,-0.3336506576245609,0.219,0.398,4.010614730331427e-6,cox19,cox19,ENSNFUG00015015298,cytochrome c oxidase assembly protein COX19,ENSG00000240230,COX19,cytochrome c oxidase assembly factor COX19
5.857264736598898e-10,-0.3109311640765189,0.282,0.469,4.237731036929302e-6,PSMD12,PSMD12,ENSNFUG00015005442,"proteasome 26S subunit, non-ATPase 12",ENSG00000197170,PSMD12,"proteasome 26S subunit, non-ATPase 12"
6.395720495385426e-10,-0.3372190650379814,0.221,0.402,4.627303778411356e-6,dhrs4,dhrs4,ENSNFUG00015000073,dehydrogenase/reductase (SDR family) member 4,ENSG00000100867,DHRS2,dehydrogenase/reductase 2
7.211866637637683e-10,-0.39497947425403274,0.102,0.232,5.217785512330864e-6,FGG,FGG,ENSNFUG00015021900,fibrinogen gamma chain,ENSG00000171557,FGG,fibrinogen gamma chain
7.449413254082265e-10,-0.3481834754496971,0.546,0.733,5.389650489328519e-6,myh9b,NA,NA,NA,NA,NA,NA
7.797323711014546e-10,0.26078507922679206,0.951,0.928,5.641363704919024e-6,eif3hb,NA,NA,NA,NA,NA,NA
8.196327572353263e-10,-0.26819777822344504,0.102,0.242,5.930042998597586e-6,TCERG1,TCERG1,ENSNFUG00015008923,transcription elongation regulator 1,ENSG00000113649,TCERG1,transcription elongation regulator 1
8.360856133206153e-10,-0.27801923850720567,0.25,0.435,6.049079412374652e-6,U2AF1,U2AF1,ENSNFUG00015006149,splicing factor U2AF 35 kDa subunit,ENSG00000275895,U2AF1L5,U2 small nuclear RNA auxiliary factor 1 like 5
8.360856133206153e-10,-0.27801923850720567,0.25,0.435,6.049079412374652e-6,U2AF1,U2AF1,ENSNFUG00015006149,splicing factor U2AF 35 kDa subunit,ENSG00000160201,U2AF1,U2 small nuclear RNA auxiliary factor 1
8.360856133206153e-10,-0.27801923850720567,0.25,0.435,6.049079412374652e-6,U2AF1,U2AF1,ENSNFUG00015024683,splicing factor U2AF 35 kDa subunit-like,ENSG00000275895,U2AF1L5,U2 small nuclear RNA auxiliary factor 1 like 5
8.360856133206153e-10,-0.27801923850720567,0.25,0.435,6.049079412374652e-6,U2AF1,U2AF1,ENSNFUG00015024683,splicing factor U2AF 35 kDa subunit-like,ENSG00000160201,U2AF1,U2 small nuclear RNA auxiliary factor 1
8.515165070815557e-10,-0.3376630423590463,0.507,0.701,6.160721928735055e-6,HINT1,HINT1,ENSNFUG00015001856,histidine triad nucleotide binding protein 1,,NA,NA
8.877625974432758e-10,-0.3423041974141564,0.199,0.368,6.4229623925021e-6,ADH5,ADH5,ENSNFUG00015004350,alcohol dehydrogenase class-3,,NA,NA
9.571636717511528e-10,0.4466117829982104,0.295,0.138,6.9250791651195906e-6,abcf2a,abcf2a,ENSNFUG00015007711,"ATP-binding cassette, sub-family F (GCN20), member 2a",ENSG00000285292,ABCF2-H2BE1,ABCF2-H2BE1 readthrough
9.571636717511528e-10,0.4466117829982104,0.295,0.138,6.9250791651195906e-6,abcf2a,abcf2a,ENSNFUG00015007711,"ATP-binding cassette, sub-family F (GCN20), member 2a",ENSG00000033050,ABCF2,ATP binding cassette subfamily F member 2
1.0261762538259077e-9,-0.34191587838295245,0.173,0.341,7.424385196430442e-6,LUC7L,LUC7L,ENSNFUG00015008035,LUC7 like,ENSG00000007392,LUC7L,LUC7 like
1.0867148532088532e-9,-0.31955561618454653,0.458,0.654,7.862381962966053e-6,PSMB1,PSMB1,ENSNFUG00015007077,proteasome 20S subunit beta 1,ENSG00000008018,PSMB1,proteasome 20S subunit beta 1
1.1235505635259659e-9,-0.4223389292923838,0.604,0.758,8.128888327110363e-6,OLA.5773,OLA.5773,ENSNFUG00015005600,protein phosphatase 2 catalytic subunit beta,ENSG00000104695,PPP2CB,protein phosphatase 2 catalytic subunit beta
1.1467297747662104e-9,-0.305618467409392,0.757,0.867,8.296589920433532e-6,NDUFS5,NDUFS5,ENSNFUG00015021442,"NADH:ubiquinone oxidoreductase subunit S5",ENSG00000168653,NDUFS5,"NADH:ubiquinone oxidoreductase subunit S5"
1.2050306845837918e-9,-0.4008848230436203,0.25,0.43,8.718397002963734e-6,rnaseh2b,rnaseh2b,ENSNFUG00015017501,"ribonuclease H2, subunit B",ENSG00000136104,RNASEH2B,ribonuclease H2 subunit B
1.3448350637595803e-9,0.3820611816436785,0.162,0.042,9.729881686300564e-6,DDX24,DDX24,ENSNFUG00015019882,DEAD-box helicase 24,ENSG00000089737,DDX24,DEAD-box helicase 24
1.4011143596008265e-9,-0.38612844166003635,0.405,0.583,1.013706239171198e-5,NDUFA7,NDUFA7,ENSNFUG00015015618,"NADH:ubiquinone oxidoreductase subunit A7",ENSG00000167774,,novel transcript
1.4011143596008265e-9,-0.38612844166003635,0.405,0.583,1.013706239171198e-5,NDUFA7,NDUFA7,ENSNFUG00015015618,"NADH:ubiquinone oxidoreductase subunit A7",ENSG00000267855,NDUFA7,"NADH:ubiquinone oxidoreductase subunit A7"
1.4381679683276315e-9,-0.3360039442768046,0.212,0.388,1.0405145250850414e-5,IMMT,IMMT,ENSNFUG00015014606,inner membrane mitochondrial protein,ENSG00000132305,IMMT,inner membrane mitochondrial protein
1.5552773761942015e-9,0.3726141933749716,0.812,0.8,1.1252431816765047e-5,EIF4A1,EIF4A1,ENSNFUG00015004769,eukaryotic initiation factor 4A-I,,NA,NA
1.5746685895521243e-9,-0.35149104822254496,0.163,0.323,1.139272724540962e-5,HAX1,HAX1,ENSNFUG00015011057,HCLS1 associated protein X-1,ENSG00000143575,HAX1,HCLS1 associated protein X-1
1.5765867349137485e-9,-0.32688041437120224,0.089,0.215,1.140660502710097e-5,haus3,haus3,ENSNFUG00015004980,"HAUS augmin-like complex, subunit 3",ENSG00000214367,HAUS3,HAUS augmin like complex subunit 3
1.6060150691638897e-9,-0.3028261233387147,0.06,0.17,1.1619519025400742e-5,ENSNFUG00015010158,,ENSNFUG00015010158,NA,ENSG00000105499,PLA2G4C,phospholipase A2 group IVC
1.6538571610153752e-9,0.512268082083234,0.427,0.274,1.196565655994624e-5,TXN2,TXN2,ENSNFUG00015001719,thioredoxin 2,ENSG00000100348,TXN2,thioredoxin 2
1.7080378230161022e-9,-0.4964640572348762,0.261,0.43,1.23576536495215e-5,ASNS,ASNS,ENSNFUG00015023109,asparagine synthetase (glutamine-hydrolyzing),ENSG00000070669,ASNS,asparagine synthetase (glutamine-hydrolyzing)
1.7288752099722997e-9,-0.2975846084462421,0.039,0.133,1.2508412144149588e-5,ENSNFUG00015006396,,ENSNFUG00015006396,NA,ENSG00000187796,CARD9,caspase recruitment domain family member 9
1.8046721971839896e-9,-0.3658182004161692,0.286,0.469,1.3056803346626165e-5,psma8,psma8,ENSNFUG00015006600,proteasome 20S subunit alpha 8,ENSG00000154611,PSMA8,proteasome 20S subunit alpha 8
1.8127273857386361e-9,-0.387222051548622,0.279,0.452,1.3115082635819032e-5,COQ9,COQ9,ENSNFUG00015016311,coenzyme Q9,ENSG00000088682,COQ9,coenzyme Q9
1.833760730973686e-9,-0.2683856380818087,0.329,0.536,1.3267258888594617e-5,C4H22ORF28,C4H22ORF28,ENSNFUG00015012511,"RNA 2',3'-cyclic phosphate and 5'-OH ligase",ENSG00000100220,RTCB,"RNA 2',3'-cyclic phosphate and 5'-OH ligase"
1.9190870517727743e-9,-0.3051061406348141,0.211,0.388,1.3884594819576023e-5,psma3,psma3,ENSNFUG00015004831,proteasome 20S subunit alpha 3,ENSG00000100567,PSMA3,proteasome 20S subunit alpha 3
1.9783926203562534e-9,0.46870251578894373,0.618,0.477,1.4313670608277493e-5,hspe1,hspe1,ENSNFUG00015004832,heat shock 10 protein 1,ENSG00000115541,HSPE1,heat shock protein family E (Hsp10) member 1
2.0223392124433723e-9,-0.2518979681253005,0.189,0.363,1.4631624202027798e-5,VTA1,VTA1,ENSNFUG00015003883,vesicle trafficking 1,ENSG00000009844,VTA1,vesicle trafficking 1
2.190999462770845e-9,-0.3222744301897178,0.618,0.798,1.5851881113147062e-5,Nfu-g-1-017359,NA,NA,NA,NA,NA,NA
2.2005581769117347e-9,0.41127968637345624,0.259,0.116,1.59210384099564e-5,TRMT112,TRMT112,ENSNFUG00015007473,tRNA methyltransferase subunit 11-2,ENSG00000173113,TRMT112,tRNA methyltransferase activator subunit 11-2
2.2591035868630795e-9,-0.33558188010665324,0.727,0.849,1.634461445095438e-5,NDUFB5,NDUFB5,ENSNFUG00015025413,"NADH:ubiquinone oxidoreductase subunit B5",ENSG00000136521,NDUFB5,"NADH:ubiquinone oxidoreductase subunit B5"
